TID,PID,PLAYER,NATIONALITY,TYPE,PRICE,SOLD/UNSOLD,TEAM,YEAR
2022-NONE,Pathum Nissaanka-2022,Pathum Nissaanka,Overseas,Batsman,5,UNSOLD,NONE,2022
2022-NONE,Kurtis Patterson-2022,Kurtis Patterson,Overseas,Batsman,5,UNSOLD,NONE,2022
2022-NONE,Hashmatullah Shahidi-2022,Hashmatullah Shahidi,Overseas,Batsman,5,UNSOLD,NONE,2022
2022-NONE,Manoj Tiwary-2022,Manoj Tiwary,Indian,Batsman,5,UNSOLD,NONE,2022
2022-NONE,Gulbadin Naib-2022,Gulbadin Naib,Overseas,All-Rounder,5,UNSOLD,NONE,2022
2022-NONE,Parvez Rasool-2022,Parvez Rasool,Indian,All-Rounder,5,UNSOLD,NONE,2022
2022-NONE,Dasun Shanaka-2022,Dasun Shanaka,Overseas,All-Rounder,5,UNSOLD,NONE,2022
2022-NONE,Wesley Agar-2022,Wesley Agar,Overseas,Bowler,5,UNSOLD,NONE,2022
2022-NONE,Shoriful Islam-2022,Shoriful Islam,Overseas,Bowler,5,UNSOLD,NONE,2022
2022-NONE,Josh Little-2022,Josh Little,Overseas,Bowler,5,UNSOLD,NONE,2022
2022-NONE,Blessing Muzarabani-2022,Blessing Muzarabani,Overseas,Bowler,5,UNSOLD,NONE,2022
2022-NONE,Jayden Seales-2022,Jayden Seales,Overseas,Bowler,5,UNSOLD,NONE,2022
2022-NONE,Mohit Sharma-2022,Mohit Sharma,Indian,Bowler,5,UNSOLD,NONE,2022
2022-NONE,Barinder Sran-2022,Barinder Sran,Indian,Bowler,5,UNSOLD,NONE,2022
2022-NONE,Neil Wagner-2022,Neil Wagner,Overseas,Bowler,5,UNSOLD,NONE,2022
2022-NONE,Curtis Campher-2022,Curtis Campher,Overseas,All-Rounder,5,UNSOLD,NONE,2022
2022-NONE,Wayne Parnell-2022,Wayne Parnell,Overseas,All-Rounder,5,UNSOLD,NONE,2022
2022-NONE,Samit Patel-2022,Samit Patel,Overseas,All-Rounder,5,UNSOLD,NONE,2022
2022-NONE,Thisara Perera-2022,Thisara Perera,Overseas,All-Rounder,5,UNSOLD,NONE,2022
2022-NONE,Murali Vijay-2022,Murali Vijay,Indian,All-Rounder,5,UNSOLD,NONE,2022
2022-NONE,Jack Wildermuth-2022,Jack Wildermuth,Overseas,All-Rounder,5,UNSOLD,NONE,2022
2022-NONE,Hamish Bennett-2022,Hamish Bennett,Overseas,Bowler,5,UNSOLD,NONE,2022
2022-NONE,Daryn Dupavillon-2022,Daryn Dupavillon,Overseas,Bowler,5,UNSOLD,NONE,2022
2022-NONE,Fidel Edwards-2022,Fidel Edwards,Overseas,Bowler,5,UNSOLD,NONE,2022
2022-NONE,Hamid Hassan-2022,Hamid Hassan,Overseas,Bowler,5,UNSOLD,NONE,2022
2022-NONE,Lahiru Kumara-2022,Lahiru Kumara,Overseas,Bowler,5,UNSOLD,NONE,2022
2022-NONE,Joel Paris-2022,Joel Paris,Overseas,Bowler,5,UNSOLD,NONE,2022
2022-NONE,S. Sreesanth-2022,S. Sreesanth,Indian,Bowler,5,UNSOLD,NONE,2022
2022-NONE,Oshane Thomas-2022,Oshane Thomas,Overseas,Bowler,5,UNSOLD,NONE,2022
2022-NONE,Blair Tickner-2022,Blair Tickner,Overseas,Bowler,5,UNSOLD,NONE,2022
2022-NONE,Isuru Udana-2022,Isuru Udana,Overseas,Bowler,5,UNSOLD,NONE,2022
2022-NONE,Mark Adnair-2022,Mark Adnair,Overseas,All-Rounder,5,UNSOLD,NONE,2022
2022-NONE,Hilton Cartwright-2022,Hilton Cartwright,Overseas,All-Rounder,5,UNSOLD,NONE,2022
2022-NONE,Gareth Delany-2022,Gareth Delany,Overseas,All-Rounder,5,UNSOLD,NONE,2022
2022-NONE,Danushka Gunatilaka-2022,Danushka Gunatilaka,Overseas,All-Rounder,5,UNSOLD,NONE,2022
2022-NONE,Anaru Kitchen-2022,Anaru Kitchen,Overseas,All-Rounder,5,UNSOLD,NONE,2022
2022-NONE,Dhananjaya Lakshan-2022,Dhananjaya Lakshan,Overseas,All-Rounder,5,UNSOLD,NONE,2022
2022-NONE,Sisanda Magala-2022,Sisanda Magala,Overseas,All-Rounder,5,UNSOLD,NONE,2022
2022-NONE,Andile Phehlukwayo-2022,Andile Phehlukwayo,Overseas,All-Rounder,5,UNSOLD,NONE,2022
2022-NONE,Seekkuge Prasanna-2022,Seekkuge Prasanna,Overseas,All-Rounder,5,UNSOLD,NONE,2022
2022-NONE,Raymon Reifer-2022,Raymon Reifer,Overseas,All-Rounder,5,UNSOLD,NONE,2022
2022-NONE,Brad Wheal-2022,Brad Wheal,Overseas,Bowler,5,UNSOLD,NONE,2022
2022-Kolkata Knight Riders,Abhijeet Tomar-2022,Abhijeet Tomar,Indian,Batsman,4,SOLD,Kolkata Knight Riders,2022
2022-Punjab Kings,Benny Howell-2022,Benny Howell,Overseas,All-Rounder,4,SOLD,Punjab Kings,2022
2022-NONE,Sandeep Lamichhane-2022,Sandeep Lamichhane,Overseas,Bowler,4,UNSOLD,NONE,2022
2022-NONE,Tom Kohler-Cadmore-2022,Tom Kohler-Cadmore,Overseas,Batsman,4,UNSOLD,NONE,2022
2022-NONE,Harpreet Bhatia-2022,Harpreet Bhatia,Indian,Batsman,4,UNSOLD,NONE,2022
2022-NONE,Laurie Evans-2022,Laurie Evans,Overseas,Batsman,4,UNSOLD,NONE,2022
2022-NONE,Arun Karthick-2022,Arun Karthick,Indian,Batsman,4,UNSOLD,NONE,2022
2022-NONE,Kennar Lewis-2022,Kennar Lewis,Overseas,Batsman,4,UNSOLD,NONE,2022
2022-NONE,Ali Khan-2022,Ali Khan,Overseas,Bowler,4,UNSOLD,NONE,2022
2022-NONE,Chris Green-2022,Chris Green,Overseas,All-Rounder,4,UNSOLD,NONE,2022
2022-Gujarat Titans,Noor Ahmad-2022,Noor Ahmad,Overseas,Bowler,3,SOLD,Gujarat Titans,2022
2022-Mumbai Indians,Basil Thampi-2022,Basil Thampi,Indian,Bowler,3,SOLD,Mumbai Indians,2022
2022-Mumbai Indians,Arjun Tendulkar-2022,Arjun Tendulkar,Indian,All-Rounder,3,SOLD,Mumbai Indians,2022
2022-Rajasthan Royals,K.C Cariappa-2022,K.C Cariappa,Indian,Bowler,3,SOLD,Rajasthan Royals,2022
2022-Royal Challengers Bangalore,Suyash Prabhudessai-2022,Suyash Prabhudessai,Indian,All-Rounder,3,SOLD,Royal Challengers Bangalore,2022
2022-NONE,Ben Dwarshuis-2022,Ben Dwarshuis,Overseas,Bowler,3,UNSOLD,NONE,2022
2022-NONE,Jalaj Saxena-2022,Jalaj Saxena,Indian,Bowler,3,UNSOLD,NONE,2022
2022-NONE,Matt Kelly-2022,Matt Kelly,Overseas,Bowler,3,UNSOLD,NONE,2022
2022-Punjab Kings,Ishan Porel-2022,Ishan Porel,Indian,Bowler,2.5,SOLD,Punjab Kings,2022
2022-Royal Challengers Bangalore,Chama Milind-2022,Chama Milind,Indian,Bowler,2.5,SOLD,Royal Challengers Bangalore,2022
2022-Chennai Super Kings,C.Hari Nishaanth-2022,C.Hari Nishaanth,Indian,Batsman,2,SOLD,Chennai Super Kings,2022
2022-Chennai Super Kings,N. Jagadeesan-2022,N. Jagadeesan,Indian,Batsman,2,SOLD,Chennai Super Kings,2022
2022-Chennai Super Kings,K.M. Asif-2022,K.M. Asif,Indian,Bowler,2,SOLD,Chennai Super Kings,2022
2022-Chennai Super Kings,Tushar Deshpande-2022,Tushar Deshpande,Indian,Bowler,2,SOLD,Chennai Super Kings,2022
2022-Chennai Super Kings,Simarjeet Singh-2022,Simarjeet Singh,Indian,Bowler,2,SOLD,Chennai Super Kings,2022
2022-Chennai Super Kings,Subhranshu Senapati-2022,Subhranshu Senapati,Indian,Batsman,2,SOLD,Chennai Super Kings,2022
2022-Chennai Super Kings,Mukesh Choudhary-2022,Mukesh Choudhary,Indian,Bowler,2,SOLD,Chennai Super Kings,2022
2022-Chennai Super Kings,K.Bhagath Varma-2022,K.Bhagath Varma,Indian,All-Rounder,2,SOLD,Chennai Super Kings,2022
2022-Delhi Capitals,Ashwin Hebbar-2022,Ashwin Hebbar,Indian,Batsman,2,SOLD,Delhi Capitals,2022
2022-Delhi Capitals,Sarfaraz Khan-2022,Sarfaraz Khan,Indian,All-Rounder,2,SOLD,Delhi Capitals,2022
2022-Delhi Capitals,Vicky Ostwal-2022,Vicky Ostwal,Indian,All-Rounder,2,SOLD,Delhi Capitals,2022
2022-Delhi Capitals,Ripal Patel-2022,Ripal Patel,Indian,All-Rounder,2,SOLD,Delhi Capitals,2022
2022-Gujarat Titans,Darshan Nalkande-2022,Darshan Nalkande,Indian,All-Rounder,2,SOLD,Gujarat Titans,2022
2022-Gujarat Titans,B. Sai Sudharsan-2022,B. Sai Sudharsan,Indian,All-Rounder,2,SOLD,Gujarat Titans,2022
2022-Gujarat Titans,Pradeep Sangwan-2022,Pradeep Sangwan,Indian,All-Rounder,2,SOLD,Gujarat Titans,2022
2022-Kolkata Knight Riders,Anukul Roy-2022,Anukul Roy,Indian,All-Rounder,2,SOLD,Kolkata Knight Riders,2022
2022-Kolkata Knight Riders,Rasikh Dar-2022,Rasikh Dar,Indian,Bowler,2,SOLD,Kolkata Knight Riders,2022
2022-Kolkata Knight Riders,Baba Indrajith-2022,Baba Indrajith,Indian,Batsman,2,SOLD,Kolkata Knight Riders,2022
2022-Kolkata Knight Riders,Aman Khan-2022,Aman Khan,Indian,All-Rounder,2,SOLD,Kolkata Knight Riders,2022
2022-Kolkata Knight Riders,Ramesh Kumar-2022,Ramesh Kumar,Indian,Batsman,2,SOLD,Kolkata Knight Riders,2022
2022-Kolkata Knight Riders,Pratham Singh-2022,Pratham Singh,Indian,Batsman,2,SOLD,Kolkata Knight Riders,2022
2022-Lucknow Super Giants,Manan Vohra-2022,Manan Vohra,Indian,Batsman,2,SOLD,Lucknow Super Giants,2022
2022-Lucknow Super Giants,Mohsin Khan-2022,Mohsin Khan,Indian,Bowler,2,SOLD,Lucknow Super Giants,2022
2022-Lucknow Super Giants,Mayank Yadav-2022,Mayank Yadav,Indian,Bowler,2,SOLD,Lucknow Super Giants,2022
2022-Lucknow Super Giants,Ayush Badoni-2022,Ayush Badoni,Indian,All-Rounder,2,SOLD,Lucknow Super Giants,2022
2022-Lucknow Super Giants,Karan Sharma-2022,Karan Sharma,Indian,All-Rounder,2,SOLD,Lucknow Super Giants,2022
2022-Mumbai Indians,Anmolpreet Singh-2022,Anmolpreet Singh,Indian,Batsman,2,SOLD,Mumbai Indians,2022
2022-Mumbai Indians,Ramandeep Singh-2022,Ramandeep Singh,Indian,All-Rounder,2,SOLD,Mumbai Indians,2022
2022-Mumbai Indians,Aryan Juyal-2022,Aryan Juyal,Indian,Batsman,2,SOLD,Mumbai Indians,2022
2022-Mumbai Indians,Rahul Buddhi-2022,Rahul Buddhi,Indian,Batsman,2,SOLD,Mumbai Indians,2022
2022-Mumbai Indians,Hrithik Shokeen-2022,Hrithik Shokeen,Indian,All-Rounder,2,SOLD,Mumbai Indians,2022
2022-Mumbai Indians,Mohd. Arshad Khan-2022,Mohd. Arshad Khan,Indian,All-Rounder,2,SOLD,Mumbai Indians,2022
2022-Punjab Kings,Jitesh Sharma-2022,Jitesh Sharma,Indian,Batsman,2,SOLD,Punjab Kings,2022
2022-Punjab Kings,Prerak Mankad-2022,Prerak Mankad,Indian,All-Rounder,2,SOLD,Punjab Kings,2022
2022-Punjab Kings,Atharva Taide-2022,Atharva Taide,Indian,All-Rounder,2,SOLD,Punjab Kings,2022
2022-Punjab Kings,Writtick Chatterjee-2022,Writtick Chatterjee,Indian,All-Rounder,2,SOLD,Punjab Kings,2022
2022-Punjab Kings,Baltej Dhanda-2022,Baltej Dhanda,Indian,Bowler,2,SOLD,Punjab Kings,2022
2022-Punjab Kings,Ansh Patel-2022,Ansh Patel,Indian,All-Rounder,2,SOLD,Punjab Kings,2022
2022-Rajasthan Royals,Kuldeep Sen-2022,Kuldeep Sen,Indian,Bowler,2,SOLD,Rajasthan Royals,2022
2022-Rajasthan Royals,Dhruv Jurel-2022,Dhruv Jurel,Indian,Batsman,2,SOLD,Rajasthan Royals,2022
2022-Rajasthan Royals,Tejas Baroka-2022,Tejas Baroka,Indian,Bowler,2,SOLD,Rajasthan Royals,2022
2022-Rajasthan Royals,Kuldip Yadav-2022,Kuldip Yadav,Indian,Bowler,2,SOLD,Rajasthan Royals,2022
2022-Rajasthan Royals,Shubham Garhwal-2022,Shubham Garhwal,Indian,All-Rounder,2,SOLD,Rajasthan Royals,2022
2022-Rajasthan Royals,Anunay Singh-2022,Anunay Singh,Indian,All-Rounder,2,SOLD,Rajasthan Royals,2022
2022-Royal Challengers Bangalore,Akash Deep-2022,Akash Deep,Indian,Bowler,2,SOLD,Royal Challengers Bangalore,2022
2022-Royal Challengers Bangalore,Luvnith Sisodia-2022,Luvnith Sisodia,Indian,Batsman,2,SOLD,Royal Challengers Bangalore,2022
2022-Royal Challengers Bangalore,Aneeshwar Gautam-2022,Aneeshwar Gautam,Indian,All-Rounder,2,SOLD,Royal Challengers Bangalore,2022
2022-Sunrisers Hyderabad,Priyam Garg-2022,Priyam Garg,Indian,Batsman,2,SOLD,Sunrisers Hyderabad,2022
2022-Sunrisers Hyderabad,Jagadeesha Suchith-2022,Jagadeesha Suchith,Indian,Bowler,2,SOLD,Sunrisers Hyderabad,2022
2022-Sunrisers Hyderabad,R Samarth-2022,R Samarth,Indian,Batsman,2,SOLD,Sunrisers Hyderabad,2022
2022-Sunrisers Hyderabad,Shashank Singh-2022,Shashank Singh,Indian,All-Rounder,2,SOLD,Sunrisers Hyderabad,2022
2022-Sunrisers Hyderabad,Saurabh Dubey-2022,Saurabh Dubey,Indian,Bowler,2,SOLD,Sunrisers Hyderabad,2022
2022-NONE,Rajat Patidar-2022,Rajat Patidar,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Mohammed Azharuddeen-2022,Mohammed Azharuddeen,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Vishnu Solanki-2022,Vishnu Solanki,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,M. Siddharth-2022,M. Siddharth,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Sachin Baby-2022,Sachin Baby,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Ricky Bhui-2022,Ricky Bhui,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Himanshu Rana-2022,Himanshu Rana,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Harnoor Singh-2022,Harnoor Singh,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Himmat Singh-2022,Himmat Singh,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Virat Singh-2022,Virat Singh,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Arzan Nagwaswalla-2022,Arzan Nagwaswalla,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Akash Singh-2022,Akash Singh,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Yash Thakur-2022,Yash Thakur,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Vasu Vats-2022,Vasu Vats,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Mujtaba Yousuf-2022,Mujtaba Yousuf,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Tanmay Agarwal-2022,Tanmay Agarwal,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Shivam Chauhan-2022,Shivam Chauhan,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Nikhil Gangta-2022,Nikhil Gangta,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Rohan Kadam-2022,Rohan Kadam,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Priyank Panchal-2022,Priyank Panchal,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Sameer Rizvi-2022,Sameer Rizvi,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Ritwik Roy Chowdhury-2022,Ritwik Roy Chowdhury,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Apoorv Wankhade-2022,Apoorv Wankhade,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Atharva Ankolekar-2022,Atharva Ankolekar,Indian,All-Rounder,2,UNSOLD,NONE,2022
2022-NONE,Tanay Thyagarajan-2022,Tanay Thyagarajan,Indian,All-Rounder,2,UNSOLD,NONE,2022
2022-NONE,Ankush Bains-2022,Ankush Bains,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Prashant Chopra-2022,Prashant Chopra,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Kedar Devdhar-2022,Kedar Devdhar,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Shreevats Goswami-2022,Shreevats Goswami,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Akshdeep Nath-2022,Akshdeep Nath,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Aditya Tare-2022,Aditya Tare,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Upendra Singh Yadav-2022,Upendra Singh Yadav,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Pankaj Jaswal-2022,Pankaj Jaswal,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Lukman Hussain Meriwala-2022,Lukman Hussain Meriwala,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Vyshak Vijay Kumar-2022,Vyshak Vijay Kumar,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Zeeshan Ansari-2022,Zeeshan Ansari,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Yuvraj Chudasama-2022,Yuvraj Chudasama,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Dharmendrasinh Jadeja-2022,Dharmendrasinh Jadeja,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Khrievitso Kense-2022,Khrievitso Kense,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Prince Balwant Rai-2022,Prince Balwant Rai,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Pardeep Sahu-2022,Pardeep Sahu,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Midhun Sudhesan-2022,Midhun Sudhesan,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Sudip Chatterjee-2022,Sudip Chatterjee,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Hiten Dalal-2022,Hiten Dalal,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Abhimanyu Easwaran-2022,Abhimanyu Easwaran,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Rahul Gahlaut-2022,Rahul Gahlaut,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Amandeep Khare-2022,Amandeep Khare,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Mayank Rawat-2022,Mayank Rawat,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Dhruv Shorey-2022,Dhruv Shorey,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Hayden Kerr-2022,Hayden Kerr,Overseas,All-Rounder,2,UNSOLD,NONE,2022
2022-NONE,Saurabh Kumar-2022,Saurabh Kumar,Indian,All-Rounder,2,UNSOLD,NONE,2022
2022-NONE,Shams Mulani-2022,Shams Mulani,Indian,All-Rounder,2,UNSOLD,NONE,2022
2022-NONE,Dhruv Patel-2022,Dhruv Patel,Indian,All-Rounder,2,UNSOLD,NONE,2022
2022-NONE,Atit Sheth-2022,Atit Sheth,Indian,All-Rounder,2,UNSOLD,NONE,2022
2022-NONE,Utkarsh Singh-2022,Utkarsh Singh,Indian,All-Rounder,2,UNSOLD,NONE,2022
2022-NONE,Kaif Ahmad-2022,Kaif Ahmad,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Shubhum Arora-2022,Shubhum Arora,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Eknath Kerkar-2022,Eknath Kerkar,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Nikhil Naik-2022,Nikhil Naik,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Urvil Patel-2022,Urvil Patel,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,B.R. Sharath-2022,B.R. Sharath,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,K.L. Shrijith-2022,K.L. Shrijith,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Mohit Avasthi-2022,Mohit Avasthi,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Sushant Mishra-2022,Sushant Mishra,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Matheesha Pathirana-2022,Matheesha Pathirana,Overseas,Bowler,2,UNSOLD,NONE,2022
2022-NONE,G Periyasamy-2022,G Periyasamy,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,M.Harishankar Reddy-2022,M.Harishankar Reddy,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,R. Silambarasan-2022,R. Silambarasan,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Aditya Thakare-2022,Aditya Thakare,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Tanveer Ul Haq-2022,Tanveer Ul Haq,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Prithviraj Yarra-2022,Prithviraj Yarra,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Satyajeet Bachhav-2022,Satyajeet Bachhav,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Chintal Gandhi-2022,Chintal Gandhi,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Jacob Lintott-2022,Jacob Lintott,Overseas,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Izharulhuq Naveed-2022,Izharulhuq Naveed,Overseas,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Tanveer Sangha-2022,Tanveer Sangha,Overseas,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Manav Suthar-2022,Manav Suthar,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Milind Tandon-2022,Milind Tandon,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Sagar Udeshi-2022,Sagar Udeshi,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Kushaal Wadhwani-2022,Kushaal Wadhwani,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Akshay Wakhare-2022,Akshay Wakhare,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Qamran Iqbal-2022,Qamran Iqbal,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Ishank Jaggi-2022,Ishank Jaggi,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Rohan Kunnummal-2022,Rohan Kunnummal,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Tanmay Mishra-2022,Tanmay Mishra,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Yash Nahar-2022,Yash Nahar,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Shubham Singh Rohilla-2022,Shubham Singh Rohilla,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Alex Ross-2022,Alex Ross,Overseas,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Naushad Shaikh-2022,Naushad Shaikh,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Baba Aparajith-2022,Baba Aparajith,Indian,All-Rounder,2,UNSOLD,NONE,2022
2022-NONE,Prayas Barman-2022,Prayas Barman,Indian,All-Rounder,2,UNSOLD,NONE,2022
2022-NONE,Yudhvir Charak-2022,Yudhvir Charak,Indian,All-Rounder,2,UNSOLD,NONE,2022
2022-NONE,Shubhang Hegde-2022,Shubhang Hegde,Indian,All-Rounder,2,UNSOLD,NONE,2022
2022-NONE,Roosh Kalaria-2022,Roosh Kalaria,Indian,All-Rounder,2,UNSOLD,NONE,2022
2022-NONE,Tanush Kotian-2022,Tanush Kotian,Indian,All-Rounder,2,UNSOLD,NONE,2022
2022-NONE,Kaushal Tambe-2022,Kaushal Tambe,Indian,All-Rounder,2,UNSOLD,NONE,2022
2022-NONE,Shivank Vashisth-2022,Shivank Vashisth,Indian,All-Rounder,2,UNSOLD,NONE,2022
2022-NONE,Rahul Chandrol-2022,Rahul Chandrol,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Harvik Desai-2022,Harvik Desai,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Cam Fletcher-2022,Cam Fletcher,Overseas,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Tarang Gohel-2022,Tarang Gohel,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Fazil Makaya-2022,Fazil Makaya,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Ryan Rickelton-2022,Ryan Rickelton,Overseas,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Sandeep Kumar Tomar-2022,Sandeep Kumar Tomar,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Siddhesh Wath-2022,Siddhesh Wath,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Stephen Cheepurupalli-2022,Stephen Cheepurupalli,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Aniket Choudhary-2022,Aniket Choudhary,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Kartikeya Kak-2022,Kartikeya Kak,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Kulwant Khejroliya-2022,Kulwant Khejroliya,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Ronit More-2022,Ronit More,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,M Nidheesh-2022,M Nidheesh,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Babasafi Pathan-2022,Babasafi Pathan,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Vidyadhar Patil-2022,Vidyadhar Patil,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Mukesh Kumar Singh-2022,Mukesh Kumar Singh,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,R. Alexandar-2022,R. Alexandar,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Adithya Ashok-2022,Adithya Ashok,Overseas,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Jasmer Dhankhar-2022,Jasmer Dhankhar,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Prerit Dutta-2022,Prerit Dutta,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Jon Russ Jaggesar-2022,Jon Russ Jaggesar,Overseas,Bowler,2,UNSOLD,NONE,2022
2022-NONE,S. Kishan Kumar-2022,S. Kishan Kumar,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Kevin Koththigoda-2022,Kevin Koththigoda,Overseas,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Swaraj Wabale-2022,Swaraj Wabale,Indian,Bowler,2,UNSOLD,NONE,2022
2022-NONE,Donavon Ferreira-2022,Donavon Ferreira,Overseas,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Bhupen Lalwani-2022,Bhupen Lalwani,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Henan Malik-2022,Henan Malik,Indian,Batsman,2,UNSOLD,NONE,2022
2022-NONE,Pukhraj Mann-2022,Pukhraj Mann,Indian,Batsman,2,UNSOLD,NONE,2022
